product,rate_mfn,rate_applied,tariff_lines,is_traded
"845020 - Washing machines; household or laundry-type, of a dry linen capacity exceeding 10kg",0,0,1,Yes
845090 - Washing machines; parts for household or laundry-type,0,0,2,Yes
845110 - Dry-cleaning machines,0,0,1,Yes
845121 - Drying machines; of a dry linen capacity not exceeding 10kg,0,0,1,No
845129 - Drying machines; of a dry linen capacity exceeding 10kg,0,0,1,Yes
"845140 - Machines; for washing, bleaching or dyeing",0,0,1,Yes
"845150 - Machines; for reeling, unreeling, folding, cutting or pinking textile fabrics",0,0,1,Yes
"845180 - Machinery; for wringing, dressing, finishing, coating or impregnating textile yarns, fabrics or made up textile articles; for applying paste to base fabric used in manufacture of floor coverings",0,0,1,Yes
"845221 - Sewing machines; (not household type), automatic units",0,0,1,Yes
845229 - Sewing machines; not household or automatic unit type,0,0,1,Yes
845230 - Sewing machine needles,0,0,1,Yes
"845310 - Machinery; for preparing, tanning or working hides, skins or leather, other than sewing machines",0,0,2,No
"845320 - Machinery; for making or repairing footwear, other than sewing machines",0,0,2,No
"845380 - Machinery; for making or repairing articles of hides, skins or leather, other than sewing machines",0,0,2,No
"845390 - Machinery; parts of those for preparing, tanning or working hides, skins or leather, for making or repairing footwear or other articles of hides, skin or leather, other than sewing machines",0,0,1,Yes
845410 - Converters; of a type used in metallurgy or in metal foundries,0,0,1,Yes
845420 - Ingot moulds and ladles; of a kind used in metallurgy or in metal foundries,0,0,1,No
845430 - Casting machines; of a kind used in metallurgy or in metal foundries,0,0,1,Yes
"845490 - Machines; parts of converters, ladles, ingot moulds and casting machines, of a kind used in metallurgy or in metal foundries",0,0,1,Yes
845510 - Metal-rolling mills; tube mills,0,0,1,No
845521 - Metal-rolling mills; hot or combination hot and cold rolling mills,0,0,1,No
845522 - Metal-rolling mills; cold,0,0,1,No
845530 - Metal-rolling mills; rolls thereof,0,0,1,Yes
845590 - Metal-rolling mills; parts thereof,0,0,1,Yes
845611 - Operated by laser,0,0,2,Yes
845612 - Operated by other light or photon beam processes,0,0,2,Yes
845620 - Machine-tools; operated by ultrasonic processes,0,0,1,Yes
845630 - Machine-tools; operated by electro-discharge processes,0,0,1,Yes
845640 - Operated by plasma arc processes,0,0,3,Yes
845650 - Water-jet cutting machines,0,0,1,No
845690 - Machine-tools; operated by processes n.e.s. in heading no. 8456,0,0,2,Yes
845710 - Machining centres; for working metal,0,0,2,Yes
"845720 - Machines; unit construction machines (single station), for working metal",0,0,1,Yes
"845730 - Metal machines; multi-station transfer machines, for working metal",0,0,1,Yes
"845811 - Lathes; for removing metal, horizontal, numerically controlled",0,0,2,Yes
"845819 - Lathes; for removing metal, horizontal, other than numerically controlled",0,0,2,No
"845891 - Lathes; for removing metal, numerically controlled, other than horizontal lathes",0,0,1,No
"845899 - Lathes; for removing metal, other than horizontal or numerically controlled lathes",0,0,2,Yes
"845910 - Machine-tools; way-type unit head machines, for drilling, boring, milling, threading or tapping by removing metal, other than lathes of heading no. 8458",0,0,1,Yes
"845921 - Machine-tools; for drilling by removing metal, numerically controlled",0,0,1,No
"845929 - Machine-tools; for drilling by removing metal, other than numerically controlled",0,0,2,Yes
"845931 - Machine-tools; for boring-milling by removing metal, numerically controlled",0,0,1,No
"845939 - Machine-tools; for boring-milling by removing metal, other than numerically controlled",0,0,2,No
845941 - Numerically controlled,0,0,1,No
845949 - Other,0,0,2,No
"845951 - Machine-tools; for milling by removing metal, knee-type, numerically controlled",0,0,1,No
"845959 - Machine-tools; for milling by removing metal, knee-type, other than numerically controlled",0,0,2,No
"845961 - Machine-tools; for milling by removing metal, (not knee-type), numerically controlled",0,0,1,Yes
"845969 - Machine-tools; for milling by removing metal, not knee-type, other than numerically controlled",0,0,2,Yes
845970 - Machine-tools; for threading or tapping by removing metal,0,0,2,Yes
846012 - Numerically controlled,0,0,1,No
"846019 - Machine-tools; flat-surface grinding machines, in which positioning in any one axis can be set up to an accuracy of 0.01mm or better, other than numerically controlled",0,0,1,Yes
"846022 - Centreless grinding machines, numerically controlled",0,0,1,Yes
"846023 - Other cylindrical grinding machines, numerically controlled",0,0,1,Yes
"846024 - Other, numerically controlled",0,0,1,Yes
"846029 - Machine-tools; grinding machines (other than flat-surface), in which positioning in any one axis can be set up to at least an accuracy of 0.01mm, other than numerically controlled",0,0,2,Yes
"846031 - Machine-tools; sharpening (tool or cutter grinding) machines, numerically controlled",0,0,2,Yes
"846039 - Machine-tools; sharpening (tool or cutter grinding) machines, other than numerically controlled",0,0,2,Yes
846040 - Machine-tools; for honing or lapping,0,0,1,No
"846090 - Machine-tools; for deburring, polishing or otherwise finishing metal, sintered metal carbides or cermets by means of grinding stones, abrasives or polishing products, n.e.s. in heading no. 8460",0,0,2,Yes
"846120 - Machine-tools; shaping or slotting machines, working by removing metal, sintered metal carbides or cermets",0,0,1,No
"846130 - Machine-tools; broaching machines, working by removing metal, sintered metal carbides or cermets",0,0,1,No
"846140 - Machine-tools; gear cutting, gear grinding or gear finishing machines, working by removing metal, sintered metal carbides or cermets",0,0,1,Yes
"846150 - Machine-tools; sawing or cutting-off machines, working by removing metal, sintered metal carbides or cermets",0,0,1,Yes
"846190 - Machine-tools; working by removing metal, sintered metal carbides or cermets, n.e.s. in heading no. 8461",0,0,2,Yes
"846229 - Machine-tools; bending, folding, straightening or flattening machines (including presses), (other than numerically controlled), for working metal",0,0,1,Yes
"846239 - Machine-tools; shearing machines (including presses), (other than combined punching and shearing machines, other than numerically controlled), for working metal",0,0,1,Yes
"846249 - Machine-tools; punching or notching machines (including presses), including combined punching and shearing machines, (not numerically controlled), for working metal",0,0,1,Yes
"846310 - Machine-tools; for working metal, sintered metal carbides or cermets, without removing material, draw-benches for bars, tubes, profiles, wire or the like",0,0,2,Yes
"846320 - Machine-tools; for working metal, sintered metal carbides or cermets, without removing material, thread rolling machines",0,0,2,Yes
"846330 - Machine-tools; machines for working wire, without removing material",0,0,2,Yes
"846390 - Machine-tools; for working metal, sintered metal carbides or cermets, without removing material, n.e.s. in heading no. 8463",0,0,2,Yes
"846410 - Machine-tools; sawing machines, for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass",0,0,2,Yes
"846420 - Machine-tools; grinding or polishing machines, for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass",0,0,2,Yes
"846490 - Machine-tools; for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass, (other than sawing, grinding or polishing machines)",0,0,2,Yes
"846510 - Machine-tools; which can carry out different types of machining operations without tool change between such operations, for working wood, cork, bone, hard rubber, hard plastics or similar",0,0,1,Yes
846520 - Machining centres,0,0,1,No
"846591 - Machine-tools; sawing machines, for working wood, cork, bone, hard rubber, hard plastics or similar hard materials",0,0,2,Yes
"846592 - Machine-tools; planing, milling or moulding (by cutting) machines, for working wood, cork, bone, hard rubber, hard plastics or similar hard materials",0,0,2,Yes
"846593 - Machine-tools; grinding, sanding or polishing machines, for working wood, cork, bone, hard rubber, hard plastics or similar hard materials",0,0,2,Yes
"846594 - Machine-tools; bending or assembling machines, for working wood, cork, bone, hard rubber, hard plastics or similar hard materials",0,0,1,No
"846595 - Machine-tools; drilling or morticing machines, for working wood, cork, bone, hard rubber, hard plastics or similar hard materials",0,0,2,Yes
"846596 - Machine-tools; splitting, slicing or paring machines, for working wood, cork, bone, hard rubber, hard plastics or similar hard materials",0,0,1,Yes
"846599 - Machine-tools; n.e.s. in heading no. 8465, for working wood, cork, bone, hard rubber, hard plastics or similar hard materials",0,0,4,Yes
"846610 - Machine-tools; parts and accessories, tool holders and self-opening dieheads",0,0,2,Yes
"846620 - Machine-tools; parts and accessories, work holders",0,0,2,Yes
"846630 - Machine-tools; parts and accessories, dividing heads and other special attachments for machine-tools",0,0,1,Yes
"846691 - Machine-tools; parts and accessories, for the machines of heading no. 8464",0,0,1,Yes
"846692 - Machine-tools; parts and accessories, for the machines of heading no. 8465",0,0,1,Yes
"846693 - Machine-tools; parts and accessories, for the machines of heading no. 8456 to 8461",0,0,3,Yes
"846694 - Machine-tools; parts and accessories, of the machines of heading no. 8462 or 8463",0,0,1,Yes
"846711 - Tools; for working in the hand, pneumatic, rotary type (including combined rotary-percussion)",0,0,1,Yes
"846719 - Tools; for working in the hand, pneumatic, other than rotary type",0,0,1,Yes
846721 - Drills of all kinds,0,0,1,Yes
846722 - Saws,0,0,1,Yes
846729 - Other,0,0,1,Yes
"846781 - Tools; for working in the hand, chain saws with self-contained non-electric motor",0,0,1,Yes
"846789 - Tools; for working in the hand, (other than chain saws), with self-contained non-electric motor",0,0,1,Yes
"846791 - Tools; for working in the hand, parts of chain saws, with self-contained non-electric motor",0,0,2,Yes
"846792 - Tools; for working in the hand, parts of pneumatic tools",0,0,1,Yes
"846799 - Tools; for working in the hand, parts n.e.s. in item no. 8467.9",0,0,2,Yes
"846810 - Machinery and apparatus; hand-held blow pipes for soldering, brazing or welding, whether or not capable of cutting",0,0,1,Yes
"846820 - Machinery and apparatus; gas operated machinery and apparatus n.e.s. in item no. 8468.10, for soldering, brazing or welding, whether or not capable of cutting",0,0,2,Yes
"846880 - Machinery and apparatus; for soldering, brazing or welding, whether or not capable of cutting, n.e.s. in heading no. 8468",0,0,1,Yes
"846890 - Machinery and apparatus; parts, soldering, brazing or welding, whether or not capable of cutting, parts thereof",0,0,2,Yes
"847010 - Calculators; electronic, capable of operation without an external source of electric power",0,0,1,Yes
"847021 - Calculating machines; electronic, incorporating a printing device, needing an external source of power",0,0,1,No
"847029 - Calculating machines; electronic, (not incorporating a printing device), needing an external power source",0,0,1,Yes
847030 - Calculating machines; non-electronic,0,0,1,Yes
847050 - Cash registers,0,0,1,Yes
"847090 - Postage-franking machines, ticket-issuing machines which print tickets",0,0,2,Yes
"847130 - Portable automatic data-processing machines, weighing not more than 10 kg, consisting of at least a central processing unit, a keyboard and a display",0,0,2,Yes
"847141 - Comprising in the same housing at least a central processing unit and an input and output unit, whether or not combined",0,0,2,Yes
"847149 - Other, presented in the form of systems",0,0,2,Yes
"847150 - Processing units other than those of subheading 847141 or 847149, whether or not containing in the same housing one or two of the following types of unit: storage units, input units, output units",0,0,2,Yes
"847160 - Input or output units, whether or not containing storage units in the same housing",0,0,3,Yes
847170 - Storage units,0,0,4,Yes
847180 - Other units of automatic data-processing machines,0,0,3,Yes
847190 - Other,0,0,4,Yes
847210 - Duplicating machines,0,0,1,No
"847230 - Machines; for sorting or folding mail or for inserting mail in envelopes or bands, for opening, closing or sealing mail, for affixing or cancelling postage stamps",0,0,1,No
"847290 - Office machines; automatic banknote dispensers, coin-sorting machines, coin-counting or wrapping machines, pencil-sharpening machines, perforating or stapling machines",0,0,6,Yes
"847321 - Calculating machines; parts and accessories of item no. 8470.10, 8470.21 or 8470.29",0,0,1,Yes
"847329 - Machines; parts and accessories of heading no. 8470, (not of 8470.10, 8470.21 or 8470.29)",0,0,1,Yes
"847330 - Machines; parts and accessories of automatic data processing, magnetic or optical readers, digital processing units",0,0,2,Yes
"847340 - Machines; parts and accessories, of heading no. 8472",0,0,1,Yes
847350 - Parts and accessories equally suitable for use with machines of two or more of the headings 8470 to 8472,0,0,2,Yes
"847410 - Machines; for sorting, screening, separating or washing earth, stone, ores or other mineral substances",0,0,2,Yes
"847420 - Machines; for crushing or grinding earth, stone, ores or other mineral substances",0,0,4,Yes
847432 - Machines; for mixing mineral substances with bitumen,0,0,4,No
"847439 - Machines; for mixing or kneading mineral substances, excluding concrete mixers and machines for mixing mineral substances with bitumen",0,0,2,Yes
"847480 - Machines; for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened cements, plastering materials in powder or paste form, machines for forming foundry moulds of sand",0,0,2,Yes
"847490 - Machines, for sorting, screening, separating, washing, crushing etc mineral substances, for agglomerating, shaping or moulding solid fuels, ceramic pastes etc, for forming foundry moulds of sand; parts",0,0,1,Yes
"847510 - Machines; for assembling electric or electronic lamps, tubes, valves or flashbulbs, in glass envelopes",0,0,1,Yes
847521 - Machines for making optical fibres and preforms thereof,0,0,1,Yes
847529 - Other,0,0,1,Yes
"847590 - Machines; parts, of those for assembling electric or electronic lamps, tubes, valves or flashbulbs, in glass envelopes and manufacturing or hot working glass or glassware",0,0,2,Yes
847621 - Incorporating heating or refrigerating devices,0,0,1,No
847629 - Other,0,0,1,Yes
847681 - Incorporating heating or refrigerating devices,0,0,1,No
847689 - Other,0,0,2,Yes
847690 - Machines; parts of automatic goods-vending machines,0,0,2,Yes
"847710 - Machinery; injection moulding, for rubber or plastics",0,0,3,Yes
"847720 - Machinery; extruding, for rubber or plastics",0,0,2,Yes
"847730 - Machinery; blow moulding, for rubber or plastics",0,0,1,Yes
847740 - Machinery; vacuum moulding and other thermoforming machines for rubber or plastics,0,0,2,Yes
847751 - Machinery; for moulding or retreading pneumatic tyres or for moulding or otherwise forming inner tubes,0,0,1,Yes
"847759 - Machinery; for moulding or forming, other than for moulding or retreading pneumatic tyres or for moulding or otherwise forming inner tubes",0,0,2,Yes
847780 - Machinery; for working rubber or plastics n.e.s. in heading no. 8477,0,0,5,Yes
847790 - Machinery; parts of those for working rubber or plastics,0,0,5,Yes
"847810 - Machinery; for preparing or making up tobacco, n.e.s. in this chapter",0,0,2,Yes
"847890 - Machinery; parts of those for preparing or making up tobacco, n.e.s. in this chapter",0,0,1,Yes
"847910 - Machinery and mechanical appliances; for public works, building or the like",0,0,2,Yes
847920 - Machinery; for the extraction or preparation of animal or fixed vegetable fats or oils,0,0,2,Yes
847930 - Machinery and mechanical appliances; presses for the manufacture of particle or fibre building board of wood or other ligneous materials and other machinery for treating wood or cork,0,0,1,Yes
847940 - Machines; for making rope or cable,0,0,2,Yes
"847950 - Industrial robots, not elsewhere specified or included",0,0,1,Yes
847960 - Evaporative air coolers,0,0,1,Yes
847971 - Of a kind used in airports,0,0,1,No
847979 - Other,0,0,1,Yes
"847981 - Machines and mechanical appliances; for treating metal, including electric wire coil-winders",0,0,2,Yes
"847982 - Machines; for mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring",0,0,2,Yes
"847989 - Machines and mechanical appliances; n.e.s. in item no. 8479.8, having individual functions",0,0,5,Yes
"847990 - Machines and mechanical appliances; parts, of those having individual functions",0,0,3,Yes
848010 - Moulding boxes; for metal foundry,0,0,1,Yes
"848020 - Mould bases; for metal, metal carbides, glass, mineral materials, rubber or plastics",0,0,1,Yes
"848041 - Moulds; for metal or metal carbides, injection or compression types",0,0,1,Yes
"848049 - Moulds; for metal or metal carbides, other than injection or compression types",0,0,1,Yes
848050 - Moulds; for glass,0,0,1,Yes
848060 - Moulds; for mineral materials,0,0,1,Yes
"848071 - Moulds; for rubber or plastics, injection or compression types",0,0,2,Yes
"848079 - Moulds; for rubber or plastics, other than injection or compression types",0,0,2,Yes
848210 - Ball bearings,0,0,1,Yes
"848220 - Bearings; tapered roller bearings, including cone and tapered roller assemblies",0,0,1,Yes
848230 - Bearings; spherical roller bearings,0,0,1,Yes
848240 - Bearings; needle roller bearings,0,0,1,Yes
848250 - Bearings; cylindrical roller bearings n.e.s. in heading no. 8482,0,0,1,Yes
"848280 - Bearings; n.e.s. in heading no. 8482, including combined ball/roller",0,0,1,Yes
"848291 - Bearings; parts, balls, needles and rollers",0,0,1,Yes
"848299 - Bearings; parts, (other than balls, needles and rollers)",0,0,1,Yes
848510 - Ships' propellers and blades therefor,0,0,1,Yes
"848590 - Machinery; parts, not containing electrical connectors, insulators, coils, contacts or other electrical features, n.e.s. in chapter 84",0,0,2,Yes
848610 - Machines and apparatus for the manufacture of boules or wafers,0,0,7,Yes
848620 - Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,21,Yes
848630 - Machines and apparatus for the manufacture of flat panel displays,0,0,4,Yes
848640 - Machines and apparatus specified in note 9(C) to this chapter,0,0,8,Yes
848690 - Parts and accessories,0,0,31,Yes
848710 - Ships' or boats' propellers and blades therefor,0,0,1,Yes
848790 - Other,0,0,1,Yes
850110 - Electric motors; of an output not exceeding 37.5W,0,0,11,Yes
850120 - Electric motors; universal AC/DC of an output exceeding 37.5W,0,0,4,Yes
"850131 - Electric motors and generators; DC, of an output not exceeding 750W",0,0,4,Yes
"850132 - Electric motors and generators; DC, of an output exceeding 750W but not exceeding 75kW",0,0,7,Yes
"850133 - Electric motors and generators; DC, of an output exceeding 75kW but not exceeding 375kW",0,0,2,Yes
"850134 - Electric motors and generators; DC, of an output exceeding 375kW",0,0,1,Yes
"850140 - Electric motors; AC motors, single-phase",0,0,4,Yes
"850151 - Electric motors; AC motors, multi-phase, of an output not exceeding 750W",0,0,2,Yes
"850153 - Electric motors; AC motors, multi-phase, of an output exceeding 75kW",0,0,2,Yes
"850161 - Generators; AC generators, (alternators), of an output not exceeding 75kVA",0,0,2,Yes
"850162 - Electric generators; AC generators, (alternators), of an output exceeding 75kVA but not exceeding 375kVA",0,0,2,Yes
"850163 - Electric generators; AC generators, (alternators), of an output exceeding 375kVA but not exceeding 750kVA",0,0,1,No
"850164 - Electric generators; AC generators, (alternators), of an output exceeding 750kVA",0,0,1,Yes
"850211 - Electric generating sets; with compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of an output not exceeding 75kVA",0,0,1,Yes
"850212 - Electric generating sets; with compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of an output exceeding 75kVA but not exceeding 375kVA",0,0,2,No
"850213 - Electric generating sets; with compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of an output exceeding 375kVA",0,0,2,Yes
850220 - Electric generating sets; with spark-ignition internal combustion piston engines,0,0,5,Yes
850231 - Wind-powered,0,0,2,No
850239 - Other,0,0,4,Yes
850240 - Electric rotary converters,0,0,1,Yes
850300 - Electric motors and generators; parts suitable for use solely or principally with the machines of heading no. 8501 or 8502,0,0,2,Yes
850440 - Electrical static converters,0,0,6,Yes
850450 - Electrical inductors; n.e.s. in heading no. 8504,0,0,5,Yes
"850490 - Electrical transformers, static converters and inductors; parts thereof",0,0,7,Yes
"850511 - Magnets; permanent magnets and articles intended to become permanent magnets after magnetisation, of metal",0,0,1,Yes
"850519 - Magnets; permanent magnets and articles intended to become permanent magnets after magnetisation, other than of metal",0,0,1,Yes
"850520 - Magnets; electro-magnetic couplings, clutches and brakes",0,0,1,Yes
"850590 - Magnets; electro-magnets, holding devices and parts n.e.s. in heading no. 8505",0,0,3,Yes
850610 - Manganese dioxide,0,0,5,Yes
850630 - Mercuric oxide,0,0,1,No
850640 - Silver oxide,0,0,1,Yes
850650 - Lithium,0,0,1,Yes
850660 - Air-zinc,0,0,2,Yes
850680 - Other primary cells and primary batteries,0,0,2,Yes
"850690 - Cells and batteries; primary, parts thereof",0,0,1,Yes
850790 - Electric accumulators; parts n.e.s. in heading no. 8507,0,0,7,Yes
850860 - Other vacuum cleaners,0,0,1,Yes
850870 - Parts,0,0,2,Yes
"850990 - Electro-mechanical domestic appliances; parts for the appliances of heading no. 8509, with a self-contained electric motor",0,0,2,Yes
851010 - Shavers; with self-contained electric motor,0,0,1,Yes
851020 - Hair clippers; with a self-contained electric motor,0,0,1,Yes
851030 - Hair-removing appliances,0,0,1,Yes
851090 - Shavers and hair clippers; parts of those with self-contained electric motor,0,0,1,Yes
851130 - Ignition or starting equipment; distributors and ignition coils of a kind used for spark-ignition or compression-ignition internal combustion engines,0,0,5,Yes
"851140 - Ignition or starting equipment; starter motors and dual purpose starter-generators, of a kind used for spark or compression-ignition internal combustion engines",0,0,8,Yes
"851150 - Ignition or starting equipment; generators n.e.s. in heading no. 8511, of a kind used for spark or compression-ignition internal combustion engines",0,0,8,Yes
"851180 - Ignition or starting equipment; n.e.s. in heading no. 8511, of a kind used for spark or compression-ignition internal combustion engines",0,0,3,Yes
"851190 - Ignition or starting equipment; parts of the equipment of heading no. 8511, for use in spark-ignition or compression-ignition internal combustion engines",0,0,3,Yes
"851210 - Lighting or visual signalling equipment; electrical, of a kind used on bicycles, excluding articles of heading no. 8539",0,0,1,Yes
"851220 - Lighting or visual signalling equipment; electrical, of a kind used on motor vehicles (excluding articles of heading no. 8539)",0,0,3,Yes
"851230 - Sound signalling equipment; electrical, used on cycles or motor vehicles (excluding articles of heading no. 8539)",0,0,4,Yes
"851240 - Windscreen wipers, defrosters and demisters; electrical, of kinds used for cycles or motor vehicles",0,0,1,Yes
"851290 - Lighting or signalling equipment; electrical, (excluding articles of heading no. 8539), windscreen wipers, defrosters and demisters; parts, of those kinds used for cycles or motor vehicles",0,0,2,Yes
"851310 - Lamps; portable, electric, designed to function by their own source of energy (excluding lighting equipment of heading no. 8512)",0,0,2,Yes
"851390 - Lamps; parts of portable, electric lamps of heading no. 8513, designed to function by their own source of energy",0,0,3,Yes
851420 - Furnaces and ovens; industrial or laboratory induction or dielectric,0,0,2,Yes
"851440 - Heating equipment; induction or dielectric, industrial or laboratory, other than furnaces and ovens",0,0,1,Yes
"851490 - Furnaces, ovens and heating equipment; parts of the industrial or laboratory equipment of heading no. 8514",0,0,2,Yes
"851511 - Brazing or soldering machines and apparatus; soldering irons and guns, whether or not capable of cutting",0,0,1,Yes
"851519 - Brazing or soldering machines and apparatus; other than soldering irons and guns, whether or not capable of cutting",0,0,3,Yes
"851521 - Welding machines and apparatus; for resistance welding of metal, fully or partly automatic, whether or not capable of cutting",0,0,1,Yes
"851529 - Welding machines and apparatus; for resistance welding of metal, other than fully or partly automatic, whether or not capable of cutting",0,0,1,Yes
"851531 - Welding machines and apparatus; for arc (including plasma arc) welding of metals, fully or partly automatic, whether or not capable of cutting",0,0,1,Yes
"851539 - Welding machines and apparatus; for arc (including plasma arc) welding of metals, other than fully or partly automatic, whether or not capable of cutting",0,0,2,Yes
"851580 - Welding machines and apparatus; n.e.s. in heading no. 8515, whether or not capable of cutting",0,0,2,Yes
"851590 - Welding, brazing or soldering machines; parts of the machines of heading no. 8515",0,0,4,Yes
851631 - Hair-dressing apparatus; electro-thermic hair dryers,0,0,1,No
"851632 - Hair-dressing apparatus; electro-thermic, other than hair dryers",0,0,1,Yes
"851680 - Resistors; electric heating, other than those of heading no. 8545",0,0,3,Yes
"851690 - Electro-thermic appliances; parts, of heating resistors, of water, space and soil heaters, hair-dressing apparatus, hand dryers, smoothing irons and other domestic appliances of heading no. 8516",0,0,5,Yes
851711 - Line telephone sets with cordless handsets,0,0,1,Yes
851718 - Other,0,0,1,Yes
851761 - Base stations,0,0,1,Yes
"851762 - Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus",0,0,15,Yes
851769 - Other,0,0,1,Yes
851810 - Microphones and stands therefor,0,0,3,Yes
"851821 - Loudspeakers; single, mounted in their enclosures",0,0,2,Yes
"851822 - Loudspeakers; multiple, mounted in the same enclosure",0,0,2,Yes
851829 - Loudspeakers; not mounted in their enclosures,0,0,2,Yes
851840 - Amplifiers; audio-frequency electric,0,0,4,Yes
851850 - Amplifier sets; electric sound,0,0,3,Yes
"851890 - Microphones, headphones, earphones, amplifier equipment; parts of the equipment of heading no. 8518",0,0,5,Yes
851930 - Turntables (record-decks),0,0,1,Yes
"851981 - Using magnetic, optical or semiconductor media",0,0,13,Yes
851989 - Other,0,0,5,Yes
852110 - Video recording or reproducing apparatus; magnetic tape-type,0,0,2,No
852190 - Video recording or reproducing apparatus; other than magnetic tape-type,0,0,4,Yes
"852210 - Sound recording or reproducing apparatus; parts and accessories thereof, pick-up cartridges",0,0,1,Yes
"852290 - Sound recording or reproducing apparatus; parts and accessories thereof, other than pick-up cartridges",0,0,8,Yes
852321 - Cards incorporating a magnetic stripe,0,0,2,Yes
852329 - Other,0,0,32,Yes
852341 - Unrecorded,0,0,2,Yes
852349 - Other,0,0,11,Yes
852351 - Solid-state non-volatile storage devices,0,0,8,Yes
852352 - ‘Smart cards’,0,0,1,Yes
852359 - Other,0,0,6,Yes
852380 - Other,0,0,6,Yes
852491 - For reproducing phenomena other than sound or image,0,0,1,Yes
852499 - Other,0,0,1,Yes
852550 - Transmission apparatus,0,0,1,Yes
852560 - Transmission apparatus incorporating reception apparatus,0,0,1,Yes
852610 - Radar apparatus,0,0,2,Yes
852691 - Radio navigational aid apparatus,0,0,2,Yes
852692 - Radio remote control apparatus,0,0,1,Yes
852712 - Pocket-size radio cassette players,0,0,1,No
852713 - Other apparatus combined with sound recording or reproducing apparatus,0,0,2,Yes
"852719 - Radio-broadcast receivers; operational without external power source, without sound recording or reproducing apparatus, including apparatus capable of receiving radio-telephony or radio-telegraphy",0,0,2,Yes
"852729 - Radio-broadcast receivers; (not operational without external power source), without sound recording or reproducing apparatus, including apparatus capable of receiving radio-telephony or radio-telegraphy",0,0,1,Yes
852791 - Combined with sound recording or reproducing apparatus,0,0,2,Yes
852792 - Not combined with sound recording or reproducing apparatus but combined with a clock,0,0,2,No
852799 - Other,0,0,2,Yes
852842 - Capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471,0,0,1,Yes
852849 - Other,0,0,2,Yes
852852 - Capable of directly connecting to and designed for use with an automatic data processing machine of heading  8471,0,0,1,Yes
852862 - Capable of directly connecting to and designed for use with an automatic data processing machine of heading  8471,0,0,1,No
852869 - Other,0,0,2,Yes
852871 - Not designed to incorporate a video display or screen,0,0,4,Yes
"852873 - Other, monochrome",0,0,1,Yes
852910 - Reception and transmission apparatus; aerials and aerial reflectors of all kinds and parts suitable for use therewith,0,0,8,Yes
"852990 - Reception and transmission apparatus; for use with the apparatus of heading no. 8525 to 8528, excluding aerials and aerial reflectors",0,0,11,Yes
"853010 - Signalling, safety or traffic control equipment; for railways or tramways (excluding those of heading no. 8608)",0,0,1,Yes
"853080 - Signalling, safety or traffic control equipment; for roads, inland waterways, parking facilities, port installations or airfields (excluding those of heading no. 8608)",0,0,1,Yes
"853090 - Signalling apparatus; parts of safety, traffic control equipment for railways, tramways, roads, inland waterways, airfields, parking facilities, port instalments (excluding those of heading no. 8608)",0,0,1,Yes
"853110 - Signalling apparatus; electric, sound or visual, burglar or fire alarms and similar, other than those of heading no. 8512 or 8530",0,0,4,Yes
"853120 - Signalling apparatus; electric, sound or visual, indicator panels incorporating liquid crystal devices (LCD) or light emitting diodes (LED), excluding those of heading no. 8512 or 8530",0,0,1,Yes
"853180 - Signalling apparatus; electric, sound or visual, apparatus n.e.s. in heading no. 8531, excluding those of heading no. 8512 or 8530",0,0,5,Yes
"853190 - Signalling apparatus; parts of the electric, sound or visual apparatus of heading no. 8531",0,0,4,Yes
"853210 - Electrical capacitors; fixed, designed for use in 50/60 Hz circuits and having a reactive power handling capacity of not less than 0.5 kVAr (power capacitors)",0,0,1,Yes
"853221 - Electrical capacitors; fixed, tantalum",0,0,1,Yes
"853222 - Electrical capacitors; fixed, aluminium electrolytic",0,0,1,Yes
"853223 - Electrical capacitors; fixed, ceramic dielectric, single layer",0,0,1,Yes
"853224 - Electrical capacitors; fixed, ceramic dielectric, multilayer",0,0,1,Yes
"853225 - Electrical capacitors; fixed, dielectric of paper or plastics",0,0,1,Yes
"853229 - Electrical capacitors; fixed, n.e.s. in heading no. 8532",0,0,1,Yes
853230 - Electrical capacitors; variable or adjustable (pre-set) capacitors,0,0,1,Yes
853290 - Electrical capacitors; parts of the capacitors of heading no. 8532,0,0,1,Yes
"853310 - Electrical resistors; fixed carbon resistors, composition or film types (including rheostats and potentiometers but excluding heating resistors)",0,0,2,Yes
"853321 - Electrical resistors; fixed, for a power handling capacity not exceeding 20W (including rheostats and potentiometers but excluding heating resistors and carbon resistors)",0,0,1,Yes
"853329 - Electrical resistors; fixed, for a power handling capacity exceeding 20W (including rheostats and potentiometers but excluding heating resistors and carbon resistors)",0,0,1,Yes
"853331 - Electrical resistors; wirewound variable, including rheostats and potentiometers, for a power handling capacity not exceeding 20W (excluding heating)",0,0,1,Yes
